BASIN,POINTS,ID,NAME,SCENARIO,WYIELD,EROSION,N,P
18_CONS,17565,18,IXHUACAN,CONS,189.21,0.57,0.52,0.26
18_CONS,17566,18,IXHUACAN,CONS,6.92,0.00,0.00,0.00
18_CONS,17567,18,IXHUACAN,CONS,93.85,0.05,0.00,0.00
18_CONS,17568,18,IXHUACAN,CONS,9.08,0.06,0.00,0.00
18_CONS,17569,18,IXHUACAN,CONS,70.93,7.69,0.00,0.00
18_CONS,17570,18,IXHUACAN,CONS,906.16,5.24,0.39,0.10
18_CONS,17571,18,IXHUACAN,CONS,6.92,0.11,0.00,0.00
18_CONS,17572,18,IXHUACAN,CONS,43.07,0.71,0.00,0.00
18_CONS,17573,18,IXHUACAN,CONS,20.94,0.79,0.00,0.00
18_CONS,17574,18,IXHUACAN,CONS,197.34,0.44,0.00,0.00
18_CONS,17575,18,IXHUACAN,CONS,35.02,0.13,0.00,0.00
18_CONS,17576,18,IXHUACAN,CONS,2162.30,25.07,5.92,3.01
18_CONS,17577,18,IXHUACAN,CONS,221.87,7.54,0.14,0.07
18_CONS,17578,18,IXHUACAN,CONS,310.27,58.94,0.19,0.10
18_CONS,17579,18,IXHUACAN,CONS,73.44,1.20,0.22,0.11
18_CONS,17580,18,IXHUACAN,CONS,365.36,0.00,0.00,0.00
18_CONS,17581,18,IXHUACAN,CONS,188.51,285.05,0.50,0.25
18_CONS,17582,18,IXHUACAN,CONS,35.02,0.21,0.00,0.00
18_CONS,17583,18,IXHUACAN,CONS,583.00,19.49,0.29,0.12
18_CONS,17584,18,IXHUACAN,CONS,17.60,4.71,0.00,0.00
18_CONS,17585,18,IXHUACAN,CONS,707.42,26.24,1.32,0.53
18_CONS,17586,18,IXHUACAN,CONS,11.50,0.08,0.00,0.00
18_CONS,17587,18,IXHUACAN,CONS,114.89,0.33,0.00,0.00
18_CONS,17588,18,IXHUACAN,CONS,15.14,2.96,0.00,0.00
18_CONS,17589,18,IXHUACAN,CONS,110.24,0.03,0.00,0.00
18_CONS,17590,18,IXHUACAN,CONS,170.40,0.08,0.00,0.00
18_CONS,17591,18,IXHUACAN,CONS,1006.24,0.56,0.00,0.00
18_CONS,17592,18,IXHUACAN,CONS,204.64,7.66,0.03,0.01
18_CONS,17593,18,IXHUACAN,CONS,744.52,2.00,0.00,0.00
18_CONS,17594,18,IXHUACAN,CONS,47.69,1.47,0.00,0.00
18_CONS,17595,18,IXHUACAN,CONS,68.84,0.24,0.00,0.00
18_CONS,17596,18,IXHUACAN,CONS,205.94,0.41,0.00,0.00
18_CONS,17597,18,IXHUACAN,CONS,216.17,0.79,0.00,0.00
18_CONS,17598,18,IXHUACAN,CONS,9.38,0.14,0.00,0.00
18_CONS,17599,18,IXHUACAN,CONS,1008.50,5.38,0.00,0.00
18_CONS,17600,18,IXHUACAN,CONS,1192.07,0.45,0.00,0.00
18_CONS,17601,18,IXHUACAN,CONS,21.00,0.31,0.00,0.00
18_CONS,17602,18,IXHUACAN,CONS,41.94,0.18,0.00,0.00
18_CONS,17603,18,IXHUACAN,CONS,667.23,61.93,2.56,1.30
18_CONS,17604,18,IXHUACAN,CONS,43.07,0.09,0.00,0.00
18_CONS,17605,18,IXHUACAN,CONS,461.72,14.32,1.56,0.79
18_CONS,17606,18,IXHUACAN,CONS,154.01,0.03,0.00,0.00
18_CONS,17607,18,IXHUACAN,CONS,73.44,32.10,0.08,0.04
18_CONS,17608,18,IXHUACAN,CONS,11.50,0.36,0.00,0.00
18_CONS,17609,18,IXHUACAN,CONS,17.60,1.31,0.00,0.00
18_CONS,17610,18,IXHUACAN,CONS,808.29,4.69,0.00,0.00
18_CONS,17611,18,IXHUACAN,CONS,377.47,93.36,0.31,0.16
18_CONS,17612,18,IXHUACAN,CONS,590.01,15.10,0.27,0.11
18_CONS,17613,18,IXHUACAN,CONS,573.57,5.17,0.35,0.18
18_CONS,17614,18,IXHUACAN,CONS,383.84,31.94,1.10,0.56
18_CONS,17615,18,IXHUACAN,CONS,36.22,0.04,0.00,0.00
18_CONS,17616,18,IXHUACAN,CONS,744.52,2.74,0.00,0.00
18_CONS,17617,18,IXHUACAN,CONS,24.50,2.58,0.00,0.00
18_CONS,17618,18,IXHUACAN,CONS,851.27,4.81,0.00,0.00
18_CONS,17619,18,IXHUACAN,CONS,51.86,0.46,0.00,0.00
18_CONS,17620,18,IXHUACAN,CONS,51.83,1.75,0.00,0.00
18_CONS,17621,18,IXHUACAN,CONS,12.00,0.18,0.00,0.00
18_CONS,17622,18,IXHUACAN,CONS,583.00,20.14,0.26,0.10
18_CONS,17623,18,IXHUACAN,CONS,1006.24,5.43,0.00,0.00
18_CONS,17624,18,IXHUACAN,CONS,1270.47,0.00,0.00,0.00
18_CONS,17625,18,IXHUACAN,CONS,33.93,0.19,0.00,0.00
18_CONS,17626,18,IXHUACAN,CONS,19.27,0.52,0.00,0.00
18_CONS,17627,18,IXHUACAN,CONS,61.79,10.73,0.11,0.06
18_CONS,17628,18,IXHUACAN,CONS,60.86,1.02,0.00,0.00
18_CONS,17629,18,IXHUACAN,CONS,1422.37,375.27,0.04,0.04
18_CONS,17630,18,IXHUACAN,CONS,23.93,0.21,0.00,0.00
18_CONS,17631,18,IXHUACAN,CONS,97.62,0.50,0.00,0.00
18_CONS,17632,18,IXHUACAN,CONS,221.87,2.43,0.15,0.08
18_CONS,17633,18,IXHUACAN,CONS,32.16,0.02,0.00,0.00
18_CONS,17634,18,IXHUACAN,CONS,246.04,0.93,0.11,0.06
18_CONS,17635,18,IXHUACAN,CONS,48.84,27.55,0.05,0.03
18_CONS,17636,18,IXHUACAN,CONS,622.35,3.23,0.00,0.00
18_CONS,17637,18,IXHUACAN,CONS,119.75,0.49,0.00,0.00
18_CONS,17638,18,IXHUACAN,CONS,707.42,14.81,1.26,0.51
18_CONS,17639,18,IXHUACAN,CONS,144.19,0.14,0.37,0.19
18_CONS,17640,18,IXHUACAN,CONS,53.51,0.50,0.00,0.00
18_CONS,17641,18,IXHUACAN,CONS,110.24,0.55,0.00,0.00
18_CONS,17642,18,IXHUACAN,CONS,231.49,61.50,0.20,0.10
18_CONS,17643,18,IXHUACAN,CONS,1006.24,380.60,0.00,0.00
18_CONS,17644,18,IXHUACAN,CONS,175.02,4.04,0.00,0.00
18_CONS,17645,18,IXHUACAN,CONS,23.64,2.30,0.00,0.00
18_CONS,17646,18,IXHUACAN,CONS,595.77,1.52,0.22,0.09
18_CONS,17647,18,IXHUACAN,CONS,70.02,0.42,0.00,0.00
18_CONS,17648,18,IXHUACAN,CONS,45.75,0.49,0.00,0.00
18_CONS,17649,18,IXHUACAN,CONS,138.98,13.53,0.15,0.08
18_CONS,17650,18,IXHUACAN,CONS,699.74,1.12,0.31,0.16
18_CONS,17651,18,IXHUACAN,CONS,3.10,0.10,0.00,0.00
18_CONS,17652,18,IXHUACAN,CONS,170.40,0.27,0.00,0.00
18_CONS,17653,18,IXHUACAN,CONS,79.87,0.24,0.00,0.00
18_CONS,17654,18,IXHUACAN,CONS,51.83,0.17,0.00,0.00
18_CONS,17655,18,IXHUACAN,CONS,7.62,0.11,0.00,0.00
18_CONS,17656,18,IXHUACAN,CONS,301.69,0.25,0.00,0.00
18_CONS,17657,18,IXHUACAN,CONS,45.75,0.27,0.00,0.00
18_CONS,17658,18,IXHUACAN,CONS,17.54,1.61,0.00,0.00
18_CONS,17659,18,IXHUACAN,CONS,8.55,0.18,0.00,0.00
18_CONS,17660,18,IXHUACAN,CONS,201.61,242.32,0.48,0.25
18_CONS,17661,18,IXHUACAN,CONS,199.99,13.71,0.55,0.28
18_CONS,17662,18,IXHUACAN,CONS,201.61,101.54,1.78,0.90
18_CONS,17663,18,IXHUACAN,CONS,37.81,0.20,0.00,0.00
18_CONS,17664,18,IXHUACAN,CONS,1006.24,10.14,0.00,0.00
18_CONS,17665,18,IXHUACAN,CONS,4.33,0.00,0.00,0.00
18_CONS,17666,18,IXHUACAN,CONS,246.03,0.73,0.04,0.01
18_CONS,17667,18,IXHUACAN,CONS,1498.35,3.19,0.00,0.00
18_CONS,17668,18,IXHUACAN,CONS,161.17,48.17,0.30,0.15
18_CONS,17669,18,IXHUACAN,CONS,41.94,0.69,0.00,0.00
18_CONS,17670,18,IXHUACAN,CONS,89.60,0.30,0.00,0.00
18_CONS,17671,18,IXHUACAN,CONS,112.69,0.21,0.00,0.00
18_CONS,17672,18,IXHUACAN,CONS,807.60,2.50,0.00,0.00
18_CONS,17673,18,IXHUACAN,CONS,8.55,0.35,0.00,0.00
18_CONS,17674,18,IXHUACAN,CONS,166.85,3.06,0.01,0.01
18_CONS,17675,18,IXHUACAN,CONS,40.29,2.13,0.00,0.00
18_CONS,17676,18,IXHUACAN,CONS,11.03,0.28,0.00,0.00
18_CONS,17677,18,IXHUACAN,CONS,37.62,0.15,0.00,0.00
18_CONS,17678,18,IXHUACAN,CONS,71.90,0.31,0.00,0.00
18_CONS,17679,18,IXHUACAN,CONS,19.61,2.66,0.00,0.00
18_CONS,17680,18,IXHUACAN,CONS,70.02,0.62,0.00,0.00
18_CONS,17681,18,IXHUACAN,CONS,12.00,0.10,0.00,0.00
18_CONS,17682,18,IXHUACAN,CONS,66.07,0.03,0.13,0.06
18_CONS,17683,18,IXHUACAN,CONS,221.67,34.46,0.76,0.39
18_CONS,17684,18,IXHUACAN,CONS,36.01,2.82,0.00,0.00
18_CONS,17685,18,IXHUACAN,CONS,1859.93,0.00,0.00,0.00
18_CONS,17686,18,IXHUACAN,CONS,257.81,38.02,0.21,0.11
18_CONS,17687,18,IXHUACAN,CONS,689.33,0.27,0.26,0.07
18_CONS,17688,18,IXHUACAN,CONS,180.53,1.34,0.00,0.00
18_CONS,17689,18,IXHUACAN,CONS,276.40,25.76,1.13,0.57
18_CONS,17690,18,IXHUACAN,CONS,197.77,0.19,0.00,0.00
18_CONS,17691,18,IXHUACAN,CONS,807.60,1.99,0.00,0.00
18_CONS,17692,18,IXHUACAN,CONS,25.36,0.00,0.00,0.00
18_CONS,17693,18,IXHUACAN,CONS,411.64,3.72,0.00,0.00
18_CONS,17694,18,IXHUACAN,CONS,246.91,1.21,0.01,0.00
18_CONS,17695,18,IXHUACAN,CONS,383.84,45.62,0.26,0.13
18_CONS,17696,18,IXHUACAN,CONS,23.76,0.03,0.00,0.00
18_CONS,17697,18,IXHUACAN,CONS,19.43,0.81,0.00,0.00
18_CONS,17698,18,IXHUACAN,CONS,1859.93,7.83,2.32,1.18
18_CONS,17699,18,IXHUACAN,CONS,6.92,0.15,0.00,0.00
18_CONS,17700,18,IXHUACAN,CONS,49.16,0.12,0.00,0.00
18_CONS,17701,18,IXHUACAN,CONS,618.87,19.45,0.00,0.00
18_CONS,17702,18,IXHUACAN,CONS,650.24,4.70,0.53,0.21
18_CONS,17703,18,IXHUACAN,CONS,23.93,2.24,0.00,0.00
18_CONS,17704,18,IXHUACAN,CONS,70.93,0.54,0.00,0.00
18_CONS,17705,18,IXHUACAN,CONS,41.94,0.31,0.00,0.00
18_CONS,17706,18,IXHUACAN,CONS,301.69,0.08,0.00,0.00
18_CONS,17707,18,IXHUACAN,CONS,4.33,0.34,0.00,0.00
18_CONS,17708,18,IXHUACAN,CONS,221.87,15.18,0.14,0.07
18_CONS,17709,18,IXHUACAN,CONS,276.40,48.09,1.21,0.61
18_CONS,17710,18,IXHUACAN,CONS,24.42,4.65,0.59,0.06
18_CONS,17711,18,IXHUACAN,CONS,138.40,1.14,0.00,0.00
18_CONS,17712,18,IXHUACAN,CONS,51.83,1.64,0.00,0.00
18_CONS,17713,18,IXHUACAN,CONS,26.72,2.40,0.00,0.00
18_CONS,17714,18,IXHUACAN,CONS,361.26,53.76,0.93,0.47
18_CONS,17715,18,IXHUACAN,CONS,29.90,0.08,0.00,0.00
18_CONS,17716,18,IXHUACAN,CONS,725.53,69.78,0.84,0.34
18_CONS,17717,18,IXHUACAN,CONS,1108.94,1.09,0.00,0.00
18_CONS,17718,18,IXHUACAN,CONS,69.92,7.18,0.05,0.02
18_CONS,17719,18,IXHUACAN,CONS,29.90,0.59,0.00,0.00
18_CONS,17720,18,IXHUACAN,CONS,11.50,0.06,0.00,0.00
18_CONS,17721,18,IXHUACAN,CONS,281.77,11.02,0.02,0.02
18_CONS,17722,18,IXHUACAN,CONS,136.57,1.00,0.00,0.00
18_CONS,17723,18,IXHUACAN,CONS,119.75,0.65,0.00,0.00
18_CONS,17724,18,IXHUACAN,CONS,40.29,0.16,0.00,0.00
18_CONS,17725,18,IXHUACAN,CONS,26.54,0.53,0.00,0.00
18_CONS,17726,18,IXHUACAN,CONS,588.18,2.52,0.02,0.01
18_CONS,17727,18,IXHUACAN,CONS,36.01,1.21,0.00,0.00
18_CONS,17728,18,IXHUACAN,CONS,67.05,15.10,0.00,0.00
18_CONS,17729,18,IXHUACAN,CONS,362.41,61.47,0.85,0.43
18_CONS,17730,18,IXHUACAN,CONS,70.02,0.33,0.00,0.00
18_CONS,17731,18,IXHUACAN,CONS,83.50,5.53,0.52,0.27
18_CONS,17732,18,IXHUACAN,CONS,135.36,0.81,0.00,0.00
18_CONS,17733,18,IXHUACAN,CONS,1128.10,4.08,0.00,0.00
18_CONS,17734,18,IXHUACAN,CONS,379.08,35.97,0.45,0.23
18_CONS,17735,18,IXHUACAN,CONS,79.87,1.38,0.00,0.00
18_CONS,17736,18,IXHUACAN,CONS,315.74,12.46,0.28,0.14
18_CONS,17737,18,IXHUACAN,CONS,32.64,0.34,0.00,0.00
18_CONS,17738,18,IXHUACAN,CONS,157.02,0.14,0.00,0.00
18_CONS,17739,18,IXHUACAN,CONS,205.94,1.26,0.00,0.00
18_CONS,17740,18,IXHUACAN,CONS,8.86,0.04,0.00,0.00
18_CONS,17741,18,IXHUACAN,CONS,279.92,42.88,0.24,0.12
18_CONS,17742,18,IXHUACAN,CONS,214.90,0.00,0.24,0.06
18_CONS,17743,18,IXHUACAN,CONS,23.64,0.53,0.00,0.00
18_CONS,17744,18,IXHUACAN,CONS,925.86,4.84,3.43,1.74
18_CONS,17745,18,IXHUACAN,CONS,14.19,0.90,0.00,0.00
18_CONS,17746,18,IXHUACAN,CONS,19.43,0.18,0.00,0.00
18_CONS,17747,18,IXHUACAN,CONS,480.50,134.04,0.89,0.45
18_CONS,17748,18,IXHUACAN,CONS,568.93,45.29,0.45,0.23
18_CONS,17749,18,IXHUACAN,CONS,19.27,0.31,0.00,0.00
18_CONS,17750,18,IXHUACAN,CONS,548.26,4.49,1.02,0.41
18_CONS,17751,18,IXHUACAN,CONS,1287.93,0.51,0.00,0.00
18_CONS,17752,18,IXHUACAN,CONS,374.46,0.27,0.06,0.01
18_CONS,17753,18,IXHUACAN,CONS,361.26,35.27,0.65,0.33
18_CONS,17754,18,IXHUACAN,CONS,142.59,0.01,0.22,0.11
18_CONS,17755,18,IXHUACAN,CONS,10.86,0.08,0.00,0.00
18_CONS,17756,18,IXHUACAN,CONS,716.75,1.35,0.00,0.00
18_CONS,17757,18,IXHUACAN,CONS,1032.62,59.72,0.02,0.02
18_CONS,17758,18,IXHUACAN,CONS,70.02,0.91,0.00,0.00
18_CONS,17759,18,IXHUACAN,CONS,144.19,42.36,0.55,0.28
18_CONS,17760,18,IXHUACAN,CONS,81.58,0.42,0.00,0.00
18_CONS,17761,18,IXHUACAN,CONS,157.02,0.17,0.00,0.00
18_CONS,17762,18,IXHUACAN,CONS,65.43,0.00,0.00,0.00
18_CONS,17763,18,IXHUACAN,CONS,81.06,2.11,0.27,0.14
18_CONS,17764,18,IXHUACAN,CONS,46.99,4.92,0.20,0.10
18_CONS,17765,18,IXHUACAN,CONS,689.33,0.12,0.25,0.06
18_CONS,17766,18,IXHUACAN,CONS,15.14,0.41,0.00,0.00
18_CONS,17767,18,IXHUACAN,CONS,73.44,0.36,0.00,0.00
18_CONS,17768,18,IXHUACAN,CONS,377.47,0.73,0.00,0.00
18_CONS,17769,18,IXHUACAN,CONS,69.92,3.42,0.08,0.04
18_CONS,17770,18,IXHUACAN,CONS,5.32,0.15,0.00,0.00
18_CONS,17771,18,IXHUACAN,CONS,106.70,0.02,0.00,0.00
18_CONS,17772,18,IXHUACAN,CONS,14.19,0.25,0.00,0.00
18_CONS,17773,18,IXHUACAN,CONS,215.99,0.11,0.00,0.00
18_CONS,17774,18,IXHUACAN,CONS,849.74,12.81,0.00,0.00
18_CONS,17775,18,IXHUACAN,CONS,35.02,0.06,0.00,0.00
18_CONS,17776,18,IXHUACAN,CONS,435.03,31.19,0.00,0.00
18_CONS,17777,18,IXHUACAN,CONS,808.29,2.75,0.00,0.00
18_CONS,17778,18,IXHUACAN,CONS,213.93,3.67,0.00,0.00
18_CONS,17779,18,IXHUACAN,CONS,33.29,0.25,0.13,0.01
18_CONS,17780,18,IXHUACAN,CONS,1444.86,4.52,0.00,0.00
18_CONS,17781,18,IXHUACAN,CONS,137.77,11.38,0.32,0.16
18_CONS,17782,18,IXHUACAN,CONS,114.89,0.20,0.00,0.00
18_CONS,17783,18,IXHUACAN,CONS,213.93,0.24,0.00,0.00
18_CONS,17784,18,IXHUACAN,CONS,849.74,7.74,0.00,0.00
18_CONS,17785,18,IXHUACAN,CONS,362.41,126.39,0.83,0.42
18_CONS,17786,18,IXHUACAN,CONS,689.33,0.06,0.06,0.01
18_CONS,17787,18,IXHUACAN,CONS,849.74,4.90,0.00,0.00
18_CONS,17788,18,IXHUACAN,CONS,17.54,0.37,0.00,0.00
18_CONS,17789,18,IXHUACAN,CONS,136.57,2.04,0.00,0.00
18_CONS,17790,18,IXHUACAN,CONS,175.02,0.10,0.00,0.00
18_CONS,17791,18,IXHUACAN,CONS,43.09,0.09,0.00,0.00
18_CONS,17792,18,IXHUACAN,CONS,2415.19,0.00,0.00,0.00
18_CONS,17793,18,IXHUACAN,CONS,170.40,0.18,0.00,0.00
18_CONS,17794,18,IXHUACAN,CONS,216.17,0.87,0.00,0.00
18_CONS,17795,18,IXHUACAN,CONS,227.60,1.31,0.00,0.00
18_CONS,17796,18,IXHUACAN,CONS,176.50,61.76,0.18,0.09
18_CONS,17797,18,IXHUACAN,CONS,1006.97,0.06,0.00,0.00
18_CONS,17798,18,IXHUACAN,CONS,41.94,0.04,0.00,0.00
18_CONS,17799,18,IXHUACAN,CONS,282.49,23.06,0.01,0.01
18_CONS,17800,18,IXHUACAN,CONS,583.00,35.38,1.54,0.62
18_CONS,17801,18,IXHUACAN,CONS,23.76,0.32,0.00,0.00
18_CONS,17802,18,IXHUACAN,CONS,4.52,0.24,0.00,0.00
18_CONS,17803,18,IXHUACAN,CONS,400.81,0.58,0.03,0.01
18_CONS,17804,18,IXHUACAN,CONS,9.08,0.31,0.00,0.00
18_CONS,17805,18,IXHUACAN,CONS,750.52,4.16,0.00,0.00
18_CONS,17806,18,IXHUACAN,CONS,17.54,172.47,0.00,0.00
18_CONS,17807,18,IXHUACAN,CONS,32.64,0.98,0.00,0.00
18_CONS,17808,18,IXHUACAN,CONS,129.35,0.39,0.00,0.00
18_CONS,17809,18,IXHUACAN,CONS,60.93,0.21,0.00,0.00
18_CONS,17810,18,IXHUACAN,CONS,806.66,55.87,0.67,0.34
18_CONS,17811,18,IXHUACAN,CONS,138.98,76.55,0.51,0.26
18_CONS,17812,18,IXHUACAN,CONS,1129.81,7.78,0.00,0.00
18_CONS,17813,18,IXHUACAN,CONS,843.25,2.52,0.00,0.00
18_CONS,17814,18,IXHUACAN,CONS,97.62,0.14,0.00,0.00
18_CONS,17815,18,IXHUACAN,CONS,1279.66,0.00,0.80,0.20
18_CONS,17816,18,IXHUACAN,CONS,629.33,0.42,0.00,0.00
18_CONS,17817,18,IXHUACAN,CONS,461.72,28.07,1.55,0.79
18_CONS,17818,18,IXHUACAN,CONS,707.42,64.92,1.47,0.59
18_CONS,17819,18,IXHUACAN,CONS,362.41,25.39,0.52,0.27
18_CONS,17820,18,IXHUACAN,CONS,17.60,0.52,0.00,0.00
18_CONS,17821,18,IXHUACAN,CONS,6.92,0.22,0.00,0.00
