BASIN,POINTS,ID,NAME,SCENARIO,WYIELD,EROSION,N,P
11_BASE,4431,11,TEOCELO,BASE,531.12,41.21,0.29,0.12
11_BASE,4432,11,TEOCELO,BASE,561.95,3.73,1.11,0.45
11_BASE,4433,11,TEOCELO,BASE,587.77,1.71,0.00,0.00
11_BASE,4434,11,TEOCELO,BASE,907.04,0.72,0.00,0.00
11_BASE,4435,11,TEOCELO,BASE,704.19,0.10,0.33,0.13
11_BASE,4436,11,TEOCELO,BASE,683.40,0.01,0.00,0.00
11_BASE,4437,11,TEOCELO,BASE,774.78,11.70,0.00,0.00
11_BASE,4438,11,TEOCELO,BASE,784.65,2.37,0.28,0.11
11_BASE,4439,11,TEOCELO,BASE,1006.82,33.62,5.28,2.22
11_BASE,4440,11,TEOCELO,BASE,786.58,0.59,0.00,0.00
11_BASE,4441,11,TEOCELO,BASE,307.29,1.97,0.00,0.00
11_BASE,4442,11,TEOCELO,BASE,374.08,1.20,0.00,0.00
11_BASE,4443,11,TEOCELO,BASE,552.51,1.81,0.17,0.07
11_BASE,4444,11,TEOCELO,BASE,677.70,29.21,0.45,0.18
11_BASE,4445,11,TEOCELO,BASE,761.87,0.60,0.00,0.00
11_BASE,4446,11,TEOCELO,BASE,679.33,0.41,0.44,0.18
11_BASE,4447,11,TEOCELO,BASE,1029.22,4.27,1.34,0.57
11_BASE,4448,11,TEOCELO,BASE,1656.10,1.96,0.00,0.00
11_BASE,4449,11,TEOCELO,BASE,736.27,0.00,0.00,0.00
11_BASE,4450,11,TEOCELO,BASE,672.58,1.93,0.00,0.00
11_BASE,4451,11,TEOCELO,BASE,754.59,0.00,0.47,0.19
11_BASE,4452,11,TEOCELO,BASE,787.94,2.66,0.00,0.00
11_BASE,4453,11,TEOCELO,BASE,740.92,0.38,0.00,0.00
11_BASE,4454,11,TEOCELO,BASE,551.14,1.77,2.08,0.84
11_BASE,4455,11,TEOCELO,BASE,721.63,0.17,0.00,0.00
11_BASE,4456,11,TEOCELO,BASE,627.46,0.03,0.00,0.00
11_BASE,4457,11,TEOCELO,BASE,749.87,0.34,0.00,0.00
11_BASE,4458,11,TEOCELO,BASE,521.02,44.60,0.34,0.14
11_BASE,4459,11,TEOCELO,BASE,333.20,33.70,1.39,0.56
11_BASE,4460,11,TEOCELO,BASE,740.83,0.51,0.00,0.00
11_BASE,4461,11,TEOCELO,BASE,754.59,3.28,0.24,0.10
11_BASE,4462,11,TEOCELO,BASE,748.60,1.51,0.01,0.01
11_BASE,4463,11,TEOCELO,BASE,753.69,0.29,0.00,0.00
11_BASE,4464,11,TEOCELO,BASE,443.52,0.04,0.00,0.00
11_BASE,4465,11,TEOCELO,BASE,531.12,6.49,1.04,0.42
11_BASE,4466,11,TEOCELO,BASE,934.06,0.09,0.00,0.00
11_BASE,4467,11,TEOCELO,BASE,508.05,4.34,1.20,0.48
11_BASE,4468,11,TEOCELO,BASE,628.13,3.61,0.25,0.10
11_BASE,4469,11,TEOCELO,BASE,583.17,15.16,0.00,0.00
11_BASE,4470,11,TEOCELO,BASE,793.00,0.12,0.00,0.00
11_BASE,4471,11,TEOCELO,BASE,743.16,2.66,0.00,0.00
11_BASE,4472,11,TEOCELO,BASE,627.31,12.03,0.00,0.00
11_BASE,4473,11,TEOCELO,BASE,889.70,2.27,0.00,0.00
11_BASE,4474,11,TEOCELO,BASE,1198.46,0.36,0.00,0.00
11_BASE,4475,11,TEOCELO,BASE,693.95,5.49,2.41,0.97
11_BASE,4476,11,TEOCELO,BASE,906.60,0.13,0.00,0.00
11_BASE,4477,11,TEOCELO,BASE,626.77,14.24,0.36,0.15
11_BASE,4478,11,TEOCELO,BASE,699.52,9.02,0.00,0.00
11_BASE,4479,11,TEOCELO,BASE,820.68,1.61,0.01,0.01
11_BASE,4480,11,TEOCELO,BASE,551.14,12.83,2.53,1.02
11_BASE,4481,11,TEOCELO,BASE,640.92,0.15,0.00,0.00
11_BASE,4482,11,TEOCELO,BASE,825.15,1.18,0.00,0.00
11_BASE,4483,11,TEOCELO,BASE,1068.58,1.79,0.07,0.02
11_BASE,4484,11,TEOCELO,BASE,845.87,1.54,0.00,0.00
11_BASE,4485,11,TEOCELO,BASE,748.60,0.55,0.00,0.00
11_BASE,4486,11,TEOCELO,BASE,583.17,8.90,0.00,0.00
11_BASE,4487,11,TEOCELO,BASE,722.86,1.27,0.00,0.00
11_BASE,4488,11,TEOCELO,BASE,740.83,0.70,0.00,0.00
11_BASE,4489,11,TEOCELO,BASE,817.27,6.43,0.34,0.14
11_BASE,4490,11,TEOCELO,BASE,1410.25,24.46,0.15,0.04
11_BASE,4491,11,TEOCELO,BASE,260.82,31.92,1.08,0.43
11_BASE,4492,11,TEOCELO,BASE,583.17,3.60,0.00,0.00
11_BASE,4493,11,TEOCELO,BASE,677.70,19.36,0.40,0.16
11_BASE,4494,11,TEOCELO,BASE,969.29,0.37,0.00,0.00
11_BASE,4495,11,TEOCELO,BASE,949.30,1.32,0.00,0.00
11_BASE,4496,11,TEOCELO,BASE,583.17,30.45,0.00,0.00
11_BASE,4497,11,TEOCELO,BASE,587.77,8.81,0.00,0.00
11_BASE,4498,11,TEOCELO,BASE,721.63,0.00,0.00,0.00
11_BASE,4499,11,TEOCELO,BASE,575.26,0.05,0.00,0.00
11_BASE,4500,11,TEOCELO,BASE,1236.12,1.38,0.00,0.00
11_BASE,4501,11,TEOCELO,BASE,535.69,2.07,0.00,0.00
11_BASE,4502,11,TEOCELO,BASE,1776.11,14.17,0.01,0.01
11_BASE,4503,11,TEOCELO,BASE,397.99,0.01,0.00,0.00
11_BASE,4504,11,TEOCELO,BASE,1143.98,2.61,0.00,0.00
11_BASE,4505,11,TEOCELO,BASE,849.51,0.00,0.00,0.00
11_BASE,4506,11,TEOCELO,BASE,458.98,2.52,0.37,0.15
11_BASE,4507,11,TEOCELO,BASE,932.31,1.44,0.01,0.01
11_BASE,4508,11,TEOCELO,BASE,510.21,0.92,0.15,0.06
11_BASE,4509,11,TEOCELO,BASE,817.27,4.24,0.31,0.12
11_BASE,4510,11,TEOCELO,BASE,521.02,82.96,0.70,0.28
11_BASE,4511,11,TEOCELO,BASE,573.00,1.03,0.00,0.00
11_BASE,4512,11,TEOCELO,BASE,421.24,0.47,0.00,0.00
11_BASE,4513,11,TEOCELO,BASE,746.56,0.04,0.00,0.00
11_BASE,4514,11,TEOCELO,BASE,284.44,22.29,0.66,0.27
11_BASE,4515,11,TEOCELO,BASE,514.73,0.09,0.00,0.00
11_BASE,4516,11,TEOCELO,BASE,360.80,1.48,0.00,0.00
11_BASE,4517,11,TEOCELO,BASE,694.27,3.62,0.33,0.13
11_BASE,4518,11,TEOCELO,BASE,795.71,0.13,0.00,0.00
11_BASE,4519,11,TEOCELO,BASE,735.10,0.16,0.00,0.00
11_BASE,4520,11,TEOCELO,BASE,601.63,4.54,0.41,0.16
11_BASE,4521,11,TEOCELO,BASE,731.62,4.22,0.00,0.00
11_BASE,4522,11,TEOCELO,BASE,874.41,0.18,0.00,0.00
11_BASE,4523,11,TEOCELO,BASE,382.14,0.15,0.00,0.00
11_BASE,4524,11,TEOCELO,BASE,638.99,1.16,0.21,0.08
11_BASE,4525,11,TEOCELO,BASE,708.32,7.14,0.32,0.13
11_BASE,4526,11,TEOCELO,BASE,787.94,0.24,0.00,0.00
11_BASE,4527,11,TEOCELO,BASE,714.35,4.67,0.32,0.13
11_BASE,4528,11,TEOCELO,BASE,458.59,0.02,0.00,0.00
11_BASE,4529,11,TEOCELO,BASE,294.42,0.33,0.00,0.00
11_BASE,4530,11,TEOCELO,BASE,756.95,0.59,0.00,0.00
11_BASE,4531,11,TEOCELO,BASE,296.75,0.29,0.00,0.00
11_BASE,4532,11,TEOCELO,BASE,392.27,64.32,0.01,0.01
11_BASE,4533,11,TEOCELO,BASE,626.77,6.80,1.39,0.56
11_BASE,4534,11,TEOCELO,BASE,1013.96,0.29,0.00,0.00
11_BASE,4535,11,TEOCELO,BASE,393.25,1.19,0.00,0.00
11_BASE,4536,11,TEOCELO,BASE,1136.71,11.22,0.00,0.00
11_BASE,4537,11,TEOCELO,BASE,786.58,0.95,0.00,0.00
11_BASE,4538,11,TEOCELO,BASE,514.73,0.05,0.00,0.00
11_BASE,4539,11,TEOCELO,BASE,568.42,0.02,0.00,0.00
11_BASE,4540,11,TEOCELO,BASE,552.51,3.20,0.19,0.08
11_BASE,4541,11,TEOCELO,BASE,516.42,15.65,0.95,0.38
11_BASE,4542,11,TEOCELO,BASE,1084.48,13.04,0.00,0.00
11_BASE,4543,11,TEOCELO,BASE,535.69,3.19,0.00,0.00
11_BASE,4544,11,TEOCELO,BASE,793.02,2.14,0.27,0.11
11_BASE,4545,11,TEOCELO,BASE,696.26,5.20,0.63,0.25
11_BASE,4546,11,TEOCELO,BASE,672.36,7.09,0.00,0.00
11_BASE,4547,11,TEOCELO,BASE,794.53,0.12,0.00,0.00
11_BASE,4548,11,TEOCELO,BASE,1721.94,0.47,0.11,0.03
11_BASE,4549,11,TEOCELO,BASE,863.28,15.96,0.01,0.01
11_BASE,4550,11,TEOCELO,BASE,731.62,3.41,0.00,0.00
11_BASE,4551,11,TEOCELO,BASE,1013.96,51.12,0.01,0.01
11_BASE,4552,11,TEOCELO,BASE,651.70,0.22,0.00,0.00
11_BASE,4553,11,TEOCELO,BASE,906.60,0.70,0.00,0.00
11_BASE,4554,11,TEOCELO,BASE,793.77,0.00,0.00,0.00
11_BASE,4555,11,TEOCELO,BASE,1529.20,0.98,0.13,0.03
11_BASE,4556,11,TEOCELO,BASE,750.93,0.21,0.00,0.00
11_BASE,4557,11,TEOCELO,BASE,774.78,1.06,0.00,0.00
11_BASE,4558,11,TEOCELO,BASE,1128.24,0.57,0.00,0.00
11_BASE,4559,11,TEOCELO,BASE,721.63,0.47,0.00,0.00
11_BASE,4560,11,TEOCELO,BASE,484.31,3.03,0.00,0.00
11_BASE,4561,11,TEOCELO,BASE,714.02,17.14,0.36,0.14
11_BASE,4562,11,TEOCELO,BASE,1006.28,15.09,0.00,0.00
11_BASE,4563,11,TEOCELO,BASE,322.11,0.14,0.00,0.00
11_BASE,4564,11,TEOCELO,BASE,405.24,0.55,0.00,0.00
11_BASE,4565,11,TEOCELO,BASE,467.03,2.04,0.16,0.06
11_BASE,4566,11,TEOCELO,BASE,1024.66,2.34,0.00,0.00
11_BASE,4567,11,TEOCELO,BASE,721.63,1.65,0.00,0.00
11_BASE,4568,11,TEOCELO,BASE,569.91,0.12,0.00,0.00
11_BASE,4569,11,TEOCELO,BASE,721.63,0.22,0.00,0.00
11_BASE,4570,11,TEOCELO,BASE,334.76,0.39,0.00,0.00
11_BASE,4571,11,TEOCELO,BASE,333.20,54.53,0.49,0.20
11_BASE,4572,11,TEOCELO,BASE,756.95,0.06,0.00,0.00
11_BASE,4573,11,TEOCELO,BASE,774.78,0.08,0.00,0.00
11_BASE,4574,11,TEOCELO,BASE,936.56,14.53,0.01,0.01
11_BASE,4575,11,TEOCELO,BASE,686.03,0.31,0.00,0.00
11_BASE,4576,11,TEOCELO,BASE,684.24,0.00,1.63,0.66
11_BASE,4577,11,TEOCELO,BASE,460.28,0.08,0.00,0.00
11_BASE,4578,11,TEOCELO,BASE,691.67,1.37,0.00,0.00
11_BASE,4579,11,TEOCELO,BASE,1489.50,1.04,0.00,0.00
11_BASE,4580,11,TEOCELO,BASE,926.11,4.14,0.00,0.00
11_BASE,4581,11,TEOCELO,BASE,748.60,0.27,0.00,0.00
11_BASE,4582,11,TEOCELO,BASE,1055.64,3.73,0.00,0.00
11_BASE,4583,11,TEOCELO,BASE,1114.23,2.88,0.00,0.00
11_BASE,4584,11,TEOCELO,BASE,750.72,7.75,0.64,0.26
11_BASE,4585,11,TEOCELO,BASE,888.38,2.84,0.01,0.01
11_BASE,4586,11,TEOCELO,BASE,334.76,0.03,0.00,0.00
11_BASE,4587,11,TEOCELO,BASE,494.27,3.49,0.32,0.13
11_BASE,4588,11,TEOCELO,BASE,551.14,3.31,1.13,0.46
11_BASE,4589,11,TEOCELO,BASE,734.13,59.09,0.27,0.11
11_BASE,4590,11,TEOCELO,BASE,745.59,12.82,1.11,0.45
11_BASE,4591,11,TEOCELO,BASE,1141.17,1.77,0.00,0.00
11_BASE,4592,11,TEOCELO,BASE,405.24,1.10,0.00,0.00
11_BASE,4593,11,TEOCELO,BASE,575.52,0.31,0.00,0.00
11_BASE,4594,11,TEOCELO,BASE,711.15,0.04,0.00,0.00
11_BASE,4595,11,TEOCELO,BASE,835.91,0.84,0.00,0.00
11_BASE,4596,11,TEOCELO,BASE,1023.28,4.84,0.00,0.00
11_BASE,4597,11,TEOCELO,BASE,1063.34,0.70,0.00,0.00
11_BASE,4598,11,TEOCELO,BASE,999.93,15.25,4.87,2.05
11_BASE,4599,11,TEOCELO,BASE,711.15,0.36,0.00,0.00
11_BASE,4600,11,TEOCELO,BASE,308.01,1.45,0.00,0.00
11_BASE,4601,11,TEOCELO,BASE,244.53,3.33,0.00,0.00
11_BASE,4602,11,TEOCELO,BASE,711.15,0.46,0.00,0.00
11_BASE,4603,11,TEOCELO,BASE,667.43,0.06,0.00,0.00
11_BASE,4604,11,TEOCELO,BASE,755.57,1.46,0.00,0.00
11_BASE,4605,11,TEOCELO,BASE,746.56,0.43,0.00,0.00
11_BASE,4606,11,TEOCELO,BASE,843.46,4.56,0.00,0.00
11_BASE,4607,11,TEOCELO,BASE,771.96,6.81,0.00,0.00
11_BASE,4608,11,TEOCELO,BASE,1138.47,11.29,0.00,0.00
11_BASE,4609,11,TEOCELO,BASE,774.00,0.07,0.00,0.00
11_BASE,4610,11,TEOCELO,BASE,569.91,3.01,0.00,0.00
11_BASE,4611,11,TEOCELO,BASE,749.39,0.42,0.00,0.00
11_BASE,4612,11,TEOCELO,BASE,934.79,3.77,0.01,0.01
11_BASE,4613,11,TEOCELO,BASE,709.34,1.83,0.00,0.00
11_BASE,4614,11,TEOCELO,BASE,874.41,0.78,0.00,0.00
11_BASE,4615,11,TEOCELO,BASE,458.98,0.96,0.18,0.07
11_BASE,4616,11,TEOCELO,BASE,743.16,0.49,0.00,0.00
11_BASE,4617,11,TEOCELO,BASE,1006.82,9.51,4.55,1.91
11_BASE,4618,11,TEOCELO,BASE,597.22,6.31,0.00,0.00
11_BASE,4619,11,TEOCELO,BASE,702.31,9.50,2.15,0.87
11_BASE,4620,11,TEOCELO,BASE,638.99,0.94,0.23,0.09
11_BASE,4621,11,TEOCELO,BASE,489.97,2.17,0.23,0.09
11_BASE,4622,11,TEOCELO,BASE,628.13,1.39,0.44,0.18
11_BASE,4623,11,TEOCELO,BASE,334.76,0.66,0.00,0.00
11_BASE,4624,11,TEOCELO,BASE,821.56,2.15,0.00,0.00
11_BASE,4625,11,TEOCELO,BASE,793.77,0.00,0.00,0.00
11_BASE,4626,11,TEOCELO,BASE,907.04,0.36,0.00,0.00
11_BASE,4627,11,TEOCELO,BASE,322.11,0.67,0.00,0.00
11_BASE,4628,11,TEOCELO,BASE,808.73,0.70,0.33,0.13
11_BASE,4629,11,TEOCELO,BASE,531.12,2.28,1.93,0.78
11_BASE,4630,11,TEOCELO,BASE,1663.99,0.30,0.18,0.04
11_BASE,4631,11,TEOCELO,BASE,690.28,2.45,0.00,0.00
11_BASE,4632,11,TEOCELO,BASE,779.65,19.89,0.36,0.15
11_BASE,4633,11,TEOCELO,BASE,702.31,15.50,0.25,0.10
11_BASE,4634,11,TEOCELO,BASE,690.28,0.68,0.00,0.00
11_BASE,4635,11,TEOCELO,BASE,774.78,0.31,0.00,0.00
11_BASE,4636,11,TEOCELO,BASE,774.00,0.27,0.00,0.00
11_BASE,4637,11,TEOCELO,BASE,1316.69,1.36,0.11,0.03
11_BASE,4638,11,TEOCELO,BASE,923.29,1.00,0.00,0.00
11_BASE,4639,11,TEOCELO,BASE,552.51,1.01,0.14,0.05
11_BASE,4640,11,TEOCELO,BASE,1085.66,17.82,0.00,0.00
11_BASE,4641,11,TEOCELO,BASE,672.36,6.59,0.00,0.00
11_BASE,4642,11,TEOCELO,BASE,749.87,0.06,0.00,0.00
11_BASE,4643,11,TEOCELO,BASE,1398.65,2.63,0.00,0.00
11_BASE,4644,11,TEOCELO,BASE,907.04,0.14,0.00,0.00
11_BASE,4645,11,TEOCELO,BASE,1030.23,0.12,0.00,0.00
11_BASE,4646,11,TEOCELO,BASE,577.45,1.18,0.00,0.00
11_BASE,4647,11,TEOCELO,BASE,552.51,1.65,0.16,0.06
11_BASE,4648,11,TEOCELO,BASE,414.99,0.23,0.14,0.06
11_BASE,4649,11,TEOCELO,BASE,749.87,0.00,0.00,0.00
12_BASE,4650,12,Tlaltetela_Pinillos,BASE,705.71,1.23,0.00,0.00
12_BASE,4651,12,Tlaltetela_Pinillos,BASE,679.21,0.49,0.00,0.00
12_BASE,4652,12,Tlaltetela_Pinillos,BASE,506.39,0.21,0.09,0.02
12_BASE,4653,12,Tlaltetela_Pinillos,BASE,638.24,5.82,0.34,0.14
12_BASE,4654,12,Tlaltetela_Pinillos,BASE,382.50,9.20,0.00,0.00
12_BASE,4655,12,Tlaltetela_Pinillos,BASE,480.47,19.14,1.02,0.41
12_BASE,4656,12,Tlaltetela_Pinillos,BASE,627.46,0.02,0.00,0.00
12_BASE,4657,12,Tlaltetela_Pinillos,BASE,739.26,1.10,1.01,0.41
12_BASE,4658,12,Tlaltetela_Pinillos,BASE,627.46,0.25,0.00,0.00
12_BASE,4659,12,Tlaltetela_Pinillos,BASE,805.84,47.45,0.33,0.13
12_BASE,4660,12,Tlaltetela_Pinillos,BASE,346.40,11.93,0.32,0.13
12_BASE,4661,12,Tlaltetela_Pinillos,BASE,1180.67,0.19,0.05,0.01
12_BASE,4662,12,Tlaltetela_Pinillos,BASE,583.31,0.61,0.00,0.00
12_BASE,4663,12,Tlaltetela_Pinillos,BASE,494.27,0.03,0.25,0.10
12_BASE,4664,12,Tlaltetela_Pinillos,BASE,480.47,4.02,0.98,0.40
12_BASE,4665,12,Tlaltetela_Pinillos,BASE,608.84,0.15,2.09,0.88
12_BASE,4666,12,Tlaltetela_Pinillos,BASE,629.24,3.87,0.00,0.00
12_BASE,4667,12,Tlaltetela_Pinillos,BASE,687.23,1.18,0.25,0.10
12_BASE,4668,12,Tlaltetela_Pinillos,BASE,287.63,1.74,0.01,0.01
12_BASE,4669,12,Tlaltetela_Pinillos,BASE,326.23,10.83,0.50,0.20
12_BASE,4670,12,Tlaltetela_Pinillos,BASE,346.40,27.80,1.39,0.56
12_BASE,4671,12,Tlaltetela_Pinillos,BASE,394.87,0.97,0.00,0.00
12_BASE,4672,12,Tlaltetela_Pinillos,BASE,716.95,0.00,0.00,0.00
12_BASE,4673,12,Tlaltetela_Pinillos,BASE,377.80,0.05,0.17,0.07
12_BASE,4674,12,Tlaltetela_Pinillos,BASE,607.33,0.77,0.00,0.00
12_BASE,4675,12,Tlaltetela_Pinillos,BASE,436.30,0.07,0.00,0.00
12_BASE,4676,12,Tlaltetela_Pinillos,BASE,805.84,17.83,0.30,0.12
12_BASE,4677,12,Tlaltetela_Pinillos,BASE,651.68,2.07,1.37,0.55
12_BASE,4678,12,Tlaltetela_Pinillos,BASE,789.09,4.91,1.17,0.47
12_BASE,4679,12,Tlaltetela_Pinillos,BASE,438.78,2.53,0.00,0.00
12_BASE,4680,12,Tlaltetela_Pinillos,BASE,498.08,0.19,0.21,0.08
12_BASE,4681,12,Tlaltetela_Pinillos,BASE,795.19,10.06,0.00,0.00
12_BASE,4682,12,Tlaltetela_Pinillos,BASE,760.86,3.28,1.00,0.40
12_BASE,4683,12,Tlaltetela_Pinillos,BASE,651.68,1.70,1.44,0.58
12_BASE,4684,12,Tlaltetela_Pinillos,BASE,628.28,0.02,0.00,0.00
12_BASE,4685,12,Tlaltetela_Pinillos,BASE,282.63,1.42,0.00,0.00
12_BASE,4686,12,Tlaltetela_Pinillos,BASE,498.08,16.58,1.11,0.45
12_BASE,4687,12,Tlaltetela_Pinillos,BASE,683.40,0.09,0.00,0.00
12_BASE,4688,12,Tlaltetela_Pinillos,BASE,533.84,13.72,0.74,0.30
12_BASE,4689,12,Tlaltetela_Pinillos,BASE,429.07,0.01,0.00,0.00
12_BASE,4690,12,Tlaltetela_Pinillos,BASE,616.28,0.35,0.20,0.08
12_BASE,4691,12,Tlaltetela_Pinillos,BASE,395.66,10.28,0.00,0.00
12_BASE,4692,12,Tlaltetela_Pinillos,BASE,768.03,0.01,0.00,0.00
12_BASE,4693,12,Tlaltetela_Pinillos,BASE,732.22,2.73,0.63,0.26
12_BASE,4694,12,Tlaltetela_Pinillos,BASE,795.47,12.96,1.06,0.43
12_BASE,4695,12,Tlaltetela_Pinillos,BASE,627.46,0.03,0.00,0.00
12_BASE,4696,12,Tlaltetela_Pinillos,BASE,438.78,0.21,0.00,0.00
12_BASE,4697,12,Tlaltetela_Pinillos,BASE,760.86,3.06,1.07,0.43
12_BASE,4698,12,Tlaltetela_Pinillos,BASE,289.61,0.78,0.00,0.00
12_BASE,4699,12,Tlaltetela_Pinillos,BASE,387.29,4.24,0.01,0.01
12_BASE,4700,12,Tlaltetela_Pinillos,BASE,859.25,2.71,0.00,0.00
12_BASE,4701,12,Tlaltetela_Pinillos,BASE,394.87,0.26,0.00,0.00
12_BASE,4702,12,Tlaltetela_Pinillos,BASE,480.47,15.67,0.96,0.39
12_BASE,4703,12,Tlaltetela_Pinillos,BASE,463.14,87.00,0.00,0.00
12_BASE,4704,12,Tlaltetela_Pinillos,BASE,482.22,24.93,1.44,0.58
12_BASE,4705,12,Tlaltetela_Pinillos,BASE,796.90,9.53,1.41,0.57
12_BASE,4706,12,Tlaltetela_Pinillos,BASE,795.47,8.75,1.06,0.43
12_BASE,4707,12,Tlaltetela_Pinillos,BASE,480.47,1.42,0.82,0.33
12_BASE,4708,12,Tlaltetela_Pinillos,BASE,627.19,0.03,0.00,0.00
12_BASE,4709,12,Tlaltetela_Pinillos,BASE,554.70,0.42,0.00,0.00
12_BASE,4710,12,Tlaltetela_Pinillos,BASE,335.25,0.54,0.00,0.00
12_BASE,4711,12,Tlaltetela_Pinillos,BASE,789.09,31.51,1.45,0.58
12_BASE,4712,12,Tlaltetela_Pinillos,BASE,608.88,2.64,0.00,0.00
12_BASE,4713,12,Tlaltetela_Pinillos,BASE,527.12,0.54,0.23,0.09
12_BASE,4714,12,Tlaltetela_Pinillos,BASE,732.22,22.15,0.39,0.16
12_BASE,4715,12,Tlaltetela_Pinillos,BASE,616.28,0.21,0.25,0.10
12_BASE,4716,12,Tlaltetela_Pinillos,BASE,608.88,7.32,0.00,0.00
12_BASE,4717,12,Tlaltetela_Pinillos,BASE,801.77,0.15,0.38,0.15
12_BASE,4718,12,Tlaltetela_Pinillos,BASE,744.03,6.34,1.44,0.58
12_BASE,4719,12,Tlaltetela_Pinillos,BASE,536.19,0.57,0.00,0.00
12_BASE,4720,12,Tlaltetela_Pinillos,BASE,627.46,0.03,0.00,0.00
12_BASE,4721,12,Tlaltetela_Pinillos,BASE,427.47,0.91,0.01,0.01
12_BASE,4722,12,Tlaltetela_Pinillos,BASE,289.61,1.66,0.00,0.00
12_BASE,4723,12,Tlaltetela_Pinillos,BASE,617.80,8.52,0.32,0.13
12_BASE,4724,12,Tlaltetela_Pinillos,BASE,595.15,1.24,0.00,0.00
12_BASE,4725,12,Tlaltetela_Pinillos,BASE,608.88,0.10,0.00,0.00
12_BASE,4726,12,Tlaltetela_Pinillos,BASE,670.98,63.95,1.94,0.78
12_BASE,4727,12,Tlaltetela_Pinillos,BASE,536.19,4.23,0.00,0.00
12_BASE,4728,12,Tlaltetela_Pinillos,BASE,796.90,3.54,1.38,0.56
12_BASE,4729,12,Tlaltetela_Pinillos,BASE,679.64,0.60,0.00,0.00
12_BASE,4730,12,Tlaltetela_Pinillos,BASE,624.54,2.78,0.00,0.00
12_BASE,4731,12,Tlaltetela_Pinillos,BASE,795.47,11.35,1.05,0.42
12_BASE,4732,12,Tlaltetela_Pinillos,BASE,796.90,8.59,0.62,0.25
12_BASE,4733,12,Tlaltetela_Pinillos,BASE,624.54,0.08,0.00,0.00
12_BASE,4734,12,Tlaltetela_Pinillos,BASE,789.09,26.17,1.37,0.55
12_BASE,4735,12,Tlaltetela_Pinillos,BASE,1169.20,0.08,0.00,0.00
12_BASE,4736,12,Tlaltetela_Pinillos,BASE,616.28,2.35,0.22,0.09
12_BASE,4737,12,Tlaltetela_Pinillos,BASE,254.44,9.28,0.01,0.01
12_BASE,4738,12,Tlaltetela_Pinillos,BASE,638.03,0.08,0.00,0.00
12_BASE,4739,12,Tlaltetela_Pinillos,BASE,789.09,1.20,0.29,0.12
12_BASE,4740,12,Tlaltetela_Pinillos,BASE,474.89,0.00,0.00,0.00
12_BASE,4741,12,Tlaltetela_Pinillos,BASE,627.46,0.02,0.00,0.00
12_BASE,4742,12,Tlaltetela_Pinillos,BASE,343.23,0.25,0.00,0.00
12_BASE,4743,12,Tlaltetela_Pinillos,BASE,679.64,0.00,0.00,0.00
12_BASE,4744,12,Tlaltetela_Pinillos,BASE,477.27,0.05,0.16,0.07
12_BASE,4745,12,Tlaltetela_Pinillos,BASE,817.27,2.19,1.56,0.63
12_BASE,4746,12,Tlaltetela_Pinillos,BASE,406.57,0.16,0.00,0.00
12_BASE,4747,12,Tlaltetela_Pinillos,BASE,763.71,1.07,1.30,0.52
12_BASE,4748,12,Tlaltetela_Pinillos,BASE,638.03,1.00,0.00,0.00
12_BASE,4749,12,Tlaltetela_Pinillos,BASE,564.75,1.01,0.24,0.10
12_BASE,4750,12,Tlaltetela_Pinillos,BASE,730.26,0.09,0.00,0.00
12_BASE,4751,12,Tlaltetela_Pinillos,BASE,343.09,0.09,0.00,0.00
12_BASE,4752,12,Tlaltetela_Pinillos,BASE,636.79,3.77,0.00,0.00
12_BASE,4753,12,Tlaltetela_Pinillos,BASE,805.84,1.37,0.27,0.11
12_BASE,4754,12,Tlaltetela_Pinillos,BASE,702.73,0.57,0.00,0.00
12_BASE,4755,12,Tlaltetela_Pinillos,BASE,501.48,2.17,0.59,0.24
12_BASE,4756,12,Tlaltetela_Pinillos,BASE,679.59,2.96,1.22,0.49
12_BASE,4757,12,Tlaltetela_Pinillos,BASE,161.30,2.88,0.01,0.01
12_BASE,4758,12,Tlaltetela_Pinillos,BASE,651.68,15.25,1.65,0.66
12_BASE,4759,12,Tlaltetela_Pinillos,BASE,262.24,0.00,0.00,0.00
12_BASE,4760,12,Tlaltetela_Pinillos,BASE,435.57,0.48,0.00,0.00
12_BASE,4761,12,Tlaltetela_Pinillos,BASE,1384.12,0.33,0.08,0.02
12_BASE,4762,12,Tlaltetela_Pinillos,BASE,797.79,0.60,1.17,0.47
12_BASE,4763,12,Tlaltetela_Pinillos,BASE,651.68,6.28,1.57,0.63
12_BASE,4764,12,Tlaltetela_Pinillos,BASE,498.08,0.33,0.24,0.10
12_BASE,4765,12,Tlaltetela_Pinillos,BASE,638.03,1.91,0.00,0.00
12_BASE,4766,12,Tlaltetela_Pinillos,BASE,498.08,10.64,1.39,0.56
12_BASE,4767,12,Tlaltetela_Pinillos,BASE,382.00,2.08,0.00,0.00
12_BASE,4768,12,Tlaltetela_Pinillos,BASE,561.95,0.93,0.22,0.09
12_BASE,4769,12,Tlaltetela_Pinillos,BASE,702.73,0.89,0.00,0.00
12_BASE,4770,12,Tlaltetela_Pinillos,BASE,309.05,16.40,0.58,0.24
12_BASE,4771,12,Tlaltetela_Pinillos,BASE,789.32,7.95,1.08,0.44
12_BASE,4772,12,Tlaltetela_Pinillos,BASE,847.37,0.06,0.00,0.00
12_BASE,4773,12,Tlaltetela_Pinillos,BASE,394.09,11.53,0.79,0.32
